year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,candidatevotes,totalvotes,version
2004,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Jim Brewer","nonpartisan","FALSE",9269,415347,"20171011"
2000,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","David Porter","constitution","FALSE",2360,345623,"20171011"
1980,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Daniel K. Inouye","democrat","FALSE",224485,288006,"20171011"
2004,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Cam Cavasso","republican","FALSE",87172,415347,"20171011"
1988,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Maria M. Hustace","republican","FALSE",66987,323876,"20171011"
2006,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Lloyd Jeffrey Mallan","libertarian","FALSE",6415,342842,"20171011"
2014,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","TRUE","Brian Schatz","democrat","FALSE",246827,369703,"20171011"
2012,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Linda Lingle","republican","FALSE",160994,437159,"20171011"
2004,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Jeff Mallan","libertarian","FALSE",5277,415347,"20171011"
1994,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Richard (Dick) Rowland","libertarian","FALSE",14393,356902,"20171011"
1990,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","TRUE","Daniel K. Akaka","democrat","FALSE",188901,349666,"20171011"
2012,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Blank Vote","","FALSE",6599,437159,"20171011"
2000,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Daniel K. Akaka","democrat","FALSE",251215,345623,"20171011"
2006,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Cynthia Thielen","republican","FALSE",126097,342842,"20171011"
2010,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Jim Brewer","green","FALSE",7762,370583,"20171011"
2010,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Lloyd Jeffrey Mallan","libertarian","FALSE",2957,370583,"20171011"
2006,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Daniel K. Akaka","democrat","FALSE",210330,342842,"20171011"
1992,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Richard O. Rowland","libertarian","FALSE",7547,363662,"20171011"
1976,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Rockne Johnson","libertarian","FALSE",1404,302092,"20171011"
2010,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Daniel K. Inouye","democrat","FALSE",277228,370583,"20171011"
2014,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","TRUE","Over Vote","","FALSE",152,369703,"20171011"
1992,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Linda B. Martin","green","FALSE",49921,363662,"20171011"
2016,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Brian Schatz","democrat","FALSE",306604,437664,"20171011"
2012,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Mazie K. Hirono","democrat","FALSE",269489,437159,"20171011"
1998,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Crystal Young","republican","FALSE",70964,398124,"20171011"
2010,"Hawaii","HI","15",95,82,"US Senate","Statewide","gen","FALSE","Jeff Farrett","nonpartisan","FALSE",2697,370583,"20171011"
2016,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Over Vote","","FALSE",339,437664,"20171011"
2016,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","John Carroll","republican","FALSE",92653,437664,"20171011"
1980,"Hawaii","HI","15",95,82,"US Senate","statewide","gen","FALSE","Cooper Brown","republican","FALSE",53068,288006,"20171011"
2002,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Richard J. Moore","libertarian","FALSE",8864,1023075,"20171011"
2002,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Timothy A. Harthan","green","FALSE",11340,1023075,"20171011"
2014,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Douglas Butzier","libertarian","FALSE",8232,1129700,"20171011"
1980,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Charles E. Grassley","republican","FALSE",683014,1276986,"20171011"
1980,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Garry De Young","by petition","FALSE",5858,1276986,"20171011"
2004,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Arthur Small","democrat","FALSE",412365,1479228,"20171011"
2014,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Rick Stewart","independent","FALSE",26815,1129700,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Stuart Zimmerman","natural law","FALSE",16403,1292494,"20171011"
2016,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Chuck Grassley","republican","FALSE",926007,1541036,"20171011"
1984,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Roger W. Jepsen","republican","FALSE",564381,1292700,"20171011"
1996,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Tom Harkin","democrat","FALSE",634166,1224054,"20171011"
1996,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","scatter","","FALSE",280,1224054,"20171011"
1998,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Margaret Trowe","socialist workers","FALSE",2542,947907,"20171011"
1978,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Roger W. Jepsen","republican","FALSE",421598,824576,"20171011"
2004,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","","","TRUE",475,1479228,"20171011"
1984,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Garry De Young","independent","FALSE",11014,1292700,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Sue Atkinson","","FALSE",6277,1292494,"20171011"
1986,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","John Masters","nominated by petition","FALSE",3370,891762,"20171011"
2016,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Patty Judge","democrat","FALSE",549460,1541036,"20171011"
1996,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Sue Atkinson","nominated by petition","FALSE",9768,1224054,"20171011"
1990,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","scatter","","FALSE",1089,983933,"20171011"
2016,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Michael Luick-Thrams","nominated by petition","FALSE",4441,1541036,"20171011"
1996,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Jim Lightfoot","republican","FALSE",571807,1224054,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Jean Lloyd-Jones","democrat","FALSE",351561,1292494,"20171011"
1990,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Tom Harkin","democrat","FALSE",535975,983933,"20171011"
2014,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","","","TRUE",1111,1129700,"20171011"
2004,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Christy Ann Welty","libertarian","FALSE",15218,1479228,"20171011"
2014,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Bob Quast","bob quast for term limits","FALSE",5873,1129700,"20171011"
2010,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Roxanne Conlin","democrat","FALSE",371686,1116063,"20171011"
1986,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Charles E. Grassley","republican","FALSE",588880,891762,"20171011"
2014,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Ruth Smith","nominated by petition","FALSE",4724,1129700,"20171011"
1984,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Other","","FALSE",422,1292700,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Carl Eric Olsen","grassroots","FALSE",3404,1292494,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Rosanne Freeburg","","FALSE",4999,1292494,"20171011"
1996,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Joe Sulentic","nominated by petition","FALSE",1941,1224054,"20171011"
1978,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Ben L. Olson","libertarian","FALSE",3689,824576,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Chuck Grassley","republican","FALSE",899761,1292494,"20171011"
1996,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Shirley E. Pena","socialist workers","FALSE",1844,1224054,"20171011"
1978,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Dick Clark","democrat","FALSE",395066,824576,"20171011"
1990,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Thomas J. Tauke","republican","FALSE",446869,983933,"20171011"
2002,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Greg Ganske","republican","FALSE",447892,1023075,"20171011"
1986,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","John O. Roehrick","democrat","FALSE",299406,891762,"20171011"
2004,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Edwin Fruit","socialist workers","FALSE",1874,1479228,"20171011"
1998,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Susan Marcus","natural law","FALSE",7561,947907,"20171011"
2002,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","","","TRUE",701,1023075,"20171011"
1998,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Blank Vote/Scattering","","FALSE",275,947907,"20171011"
2014,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Joni Ernst","republican","FALSE",588575,1129700,"20171011"
1980,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","John Ingram Henderson","by petition","FALSE",2336,1276986,"20171011"
2008,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Tom Harkin","democrat","FALSE",941665,1502918,"20171011"
2010,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Chuck Grassley","republican","FALSE",718215,1116063,"20171011"
2008,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","","","TRUE",1247,1502918,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Cleve Andrew Pulley","socialist workers","FALSE",1370,1292494,"20171011"
2004,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Daryl A. Northrop","green","FALSE",11121,1479228,"20171011"
1984,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Tom Harkin","democrat","FALSE",716883,1292700,"20171011"
1998,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Charles E. Grassley","republican","FALSE",648480,947907,"20171011"
1996,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Fred Gratson","natural law","FALSE",4248,1224054,"20171011"
1998,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","David Osterberg","democrat","FALSE",289049,947907,"20171011"
2016,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","","","TRUE",1685,1541036,"20171011"
2016,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Charles Aldrich","libertarian","FALSE",41794,1541036,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Richard O'Dell Hughes","","FALSE",2918,1292494,"20171011"
1978,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Gerald Leo Baker","independent","FALSE",4223,824576,"20171011"
2004,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Charles E. Grassley","republican","FALSE",1038175,1479228,"20171011"
2010,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","","","TRUE",872,1116063,"20171011"
2014,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Bruce Braley","democrat","FALSE",494370,1129700,"20171011"
2002,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Tom Harkin","democrat","FALSE",554278,1023075,"20171011"
2016,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Jim Hennager","new independent party iowa","FALSE",17649,1541036,"20171011"
1986,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","scatter","","FALSE",106,891762,"20171011"
1980,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Robert V. Hengerer","libertarian","FALSE",4233,1276986,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Blank Vote/Scattering","","FALSE",293,1292494,"20171011"
1992,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","Mel Boring","","FALSE",5508,1292494,"20171011"
2010,"Iowa","IA","19",42,31,"US Senate","Statewide","gen","FALSE","John Heiderscheit","libertarian","FALSE",25290,1116063,"20171011"
2008,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","Christopher Reed","republican","FALSE",560006,1502918,"20171011"
1980,"Iowa","IA","19",42,31,"US Senate","statewide","gen","FALSE","John Culver","democrat","FALSE",581545,1276986,"20171011"
1990,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Ron J. Twilegar","democrat","FALSE",122295,315936,"20171011"
2008,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Kevin Volkmann","","TRUE",3,644780,"20171011"
1984,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Peter M. Busch","democrat","FALSE",105591,406168,"20171011"
2004,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Scott F. McClure","","TRUE",4136,503932,"20171011"
1980,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Steve Symms","republican","FALSE",218701,439647,"20171011"
1978,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Dwight Jensen","democrat","FALSE",89635,284047,"20171011"
1998,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Mike Crapo","republican","FALSE",262966,378174,"20171011"
2008,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Kent A. Marmon","libertarian","FALSE",9958,644780,"20171011"
1984,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Donald B. Billings","libertarian","FALSE",7384,406168,"20171011"
2008,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Jim Risch","republican","FALSE",371744,644780,"20171011"
2016,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Ray J. Writz","constitution","FALSE",41677,678943,"20171011"
2002,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Larry E. Craig","republican","FALSE",266215,408544,"20171011"
1998,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Bill Mauk","democrat","FALSE",107375,378174,"20171011"
1984,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","James A. McClure","republican","FALSE",293193,406168,"20171011"
1992,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Dirk Kempthorne","republican","FALSE",270468,478504,"20171011"
1986,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Steve Symms","republican","FALSE",196958,382024,"20171011"
2010,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","P. Tom Sullivan","democrat","FALSE",112057,449530,"20171011"
2014,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Nels Mitchell","democrat","FALSE",151574,437170,"20171011"
1996,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Larry E. Craig","republican","FALSE",283532,497233,"20171011"
1978,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","James A. McClure","republican","FALSE",194412,284047,"20171011"
2008,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Larry LaRocco","democrat","FALSE",219903,644780,"20171011"
2002,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Alan Blinken","democrat","FALSE",132975,408544,"20171011"
1990,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Larry E. Craig","republican","FALSE",193641,315936,"20171011"
2008,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Rex Rammell","independent","FALSE",34510,644780,"20171011"
2002,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Donovan Bramwell","libertarian","FALSE",9354,408544,"20171011"
2004,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Mike Crapo","republican","FALSE",499796,503932,"20171011"
1992,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Richard H. Stallings","democrat","FALSE",208036,478504,"20171011"
2010,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Randy Lynn Bergquist","constitution","FALSE",17429,449530,"20171011"
2016,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Mike Crapo","republican","FALSE",449017,678943,"20171011"
2014,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","James E. Risch","republican","FALSE",285596,437170,"20171011"
1980,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Frank Church","democrat","FALSE",214439,439647,"20171011"
2008,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Pro-Life","independent","FALSE",8662,644780,"20171011"
1996,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Walt Minnick","democrat","FALSE",198422,497233,"20171011"
2010,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","Mike Crapo","republican","FALSE",319953,449530,"20171011"
1996,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Mary J. Charbonneau","independent","FALSE",10137,497233,"20171011"
1996,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Susan Vegors","natural law","FALSE",5142,497233,"20171011"
1980,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Larry Fullmer","libertarian","FALSE",6507,439647,"20171011"
2016,"Idaho","ID","16",82,63,"US Senate","statewide","gen","FALSE","Jerry Sturgill","democrat","FALSE",188249,678943,"20171011"
1998,"Idaho","ID","16",82,63,"US Senate","Statewide","gen","FALSE","George J. Mansfeld","natural law","FALSE",7833,378174,"20171011"
